akshara,codepoints,level,visual_key,glyph_count_noto,renderable,fused_noto,fused_mn,fused_sangam,main_glyph,mod_parts,nexts,parts_nfd,reading,wiki_freq,in_454
ඩ්‍ඩ,U+0DA9 U+0DCA U+200D U+0DA9,L6_zwj_conj,201-3-39,3,True,False,False,False,ඩ,,ඩ,SINHALA LETTER ALPAPRAANA DDAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER ALPAPRAANA DDAYANNA,ḍa-ḍa,0,False
ඩ්‍ඪ,U+0DA9 U+0DCA U+200D U+0DAA,L6_zwj_conj,201-3-40,3,True,False,False,False,ඩ,,ඪ,SINHALA LETTER ALPAPRAANA DDAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER MAHAAPRAANA DDAYANNA,ḍa-ḍha,0,False
ඩ්‍ණ,U+0DA9 U+0DCA U+200D U+0DAB,L6_zwj_conj,201-3-41,3,True,False,False,False,ඩ,,ණ,SINHALA LETTER ALPAPRAANA DDAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER MUURDHAJA NAYANNA,ḍa-ṇa,0,False
ඩ්‍ඬ,U+0DA9 U+0DCA U+200D U+0DAC,L6_zwj_conj,201-3-42,3,True,False,False,False,ඩ,,ඬ,SINHALA LETTER ALPAPRAANA DDAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER SANYAKA DDAYANNA,ḍa-ⁿḍa,0,False
ඩ්‍ත,U+0DA9 U+0DCA U+200D U+0DAD,L6_zwj_conj,201-3-43,3,True,False,False,False,ඩ,,ත,SINHALA LETTER ALPAPRAANA DDAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER ALPAPRAANA TAYANNA,ḍa-ta,0,False
ඩ්‍ථ,U+0DA9 U+0DCA U+200D U+0DAE,L6_zwj_conj,201-3-44,3,True,False,False,False,ඩ,,ථ,SINHALA LETTER ALPAPRAANA DDAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER MAHAAPRAANA TAYANNA,ḍa-tha,0,False
ඩ්‍ද,U+0DA9 U+0DCA U+200D U+0DAF,L6_zwj_conj,201-3-45,3,True,False,False,False,ඩ,,ද,SINHALA LETTER ALPAPRAANA DDAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER ALPAPRAANA DAYANNA,ḍa-da,0,False
ඩ්‍ධ,U+0DA9 U+0DCA U+200D U+0DB0,L6_zwj_conj,201-3-46,3,True,False,False,False,ඩ,,ධ,SINHALA LETTER ALPAPRAANA DDAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER MAHAAPRAANA DAYANNA,ḍa-dha,0,False
ඩ්‍න,U+0DA9 U+0DCA U+200D U+0DB1,L6_zwj_conj,201-3-47,3,True,False,False,False,ඩ,,න,SINHALA LETTER ALPAPRAANA DDAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER DANTAJA NAYANNA,ḍa-na,0,False
ඩ්‍ඳ,U+0DA9 U+0DCA U+200D U+0DB3,L6_zwj_conj,201-3-48,3,True,False,False,False,ඩ,,ඳ,SINHALA LETTER ALPAPRAANA DDAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER SANYAKA DAYANNA,ḍa-ⁿda,0,False
ඩ්‍ප,U+0DA9 U+0DCA U+200D U+0DB4,L6_zwj_conj,201-3-49,3,True,False,False,False,ඩ,,ප,SINHALA LETTER ALPAPRAANA DDAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER ALPAPRAANA PAYANNA,ḍa-pa,0,False
ඩ්‍ඵ,U+0DA9 U+0DCA U+200D U+0DB5,L6_zwj_conj,201-3-50,3,True,False,False,False,ඩ,,ඵ,SINHALA LETTER ALPAPRAANA DDAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER MAHAAPRAANA PAYANNA,ḍa-pha,0,False
ඩ්‍බ,U+0DA9 U+0DCA U+200D U+0DB6,L6_zwj_conj,201-3-51,3,True,False,False,False,ඩ,,බ,SINHALA LETTER ALPAPRAANA DDAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER ALPAPRAANA BAYANNA,ḍa-ba,0,False
ඩ්‍භ,U+0DA9 U+0DCA U+200D U+0DB7,L6_zwj_conj,201-3-52,3,True,False,False,False,ඩ,,භ,SINHALA LETTER ALPAPRAANA DDAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER MAHAAPRAANA BAYANNA,ḍa-bha,0,False
ඩ්‍ඹ,U+0DA9 U+0DCA U+200D U+0DB9,L6_zwj_conj,201-3-54,3,True,False,False,False,ඩ,,ඹ,SINHALA LETTER ALPAPRAANA DDAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER AMBA BAYANNA,ḍa-ᵐba,0,False
ඩ්‍ව,U+0DA9 U+0DCA U+200D U+0DC0,L6_zwj_conj,201-3-58,3,True,False,False,False,ඩ,,ව,SINHALA LETTER ALPAPRAANA DDAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER VAYANNA,ḍa-va,0,False
ඩ්‍ශ,U+0DA9 U+0DCA U+200D U+0DC1,L6_zwj_conj,201-3-59,3,True,False,False,False,ඩ,,ශ,SINHALA LETTER ALPAPRAANA DDAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER TAALUJA SAYANNA,ḍa-śa,0,False
ඩ්‍ෂ,U+0DA9 U+0DCA U+200D U+0DC2,L6_zwj_conj,201-3-60,3,True,False,False,False,ඩ,,ෂ,SINHALA LETTER ALPAPRAANA DDAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER MUURDHAJA SAYANNA,ḍa-ṣa,0,False
ඩ්‍ස,U+0DA9 U+0DCA U+200D U+0DC3,L6_zwj_conj,201-3-61,3,True,False,False,False,ඩ,,ස,SINHALA LETTER ALPAPRAANA DDAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER DANTAJA SAYANNA,ḍa-sa,0,False
ඩ්‍හ,U+0DA9 U+0DCA U+200D U+0DC4,L6_zwj_conj,201-3-62,3,True,False,False,False,ඩ,,හ,SINHALA LETTER ALPAPRAANA DDAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER HAYANNA,ḍa-ha,0,False
ඩ්‍ළ,U+0DA9 U+0DCA U+200D U+0DC5,L6_zwj_conj,201-3-63,3,True,False,False,False,ඩ,,ළ,SINHALA LETTER ALPAPRAANA DDAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER MUURDHAJA LAYANNA,ḍa-ḷa,0,False
ඩ්‍ෆ,U+0DA9 U+0DCA U+200D U+0DC6,L6_zwj_conj,201-3-64,3,True,False,False,False,ඩ,,ෆ,SINHALA LETTER ALPAPRAANA DDAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER FAYANNA,ḍa-fa,0,False
ඪ්‍ක,U+0DAA U+0DCA U+200D U+0D9A,L6_zwj_conj,202-3-24,3,True,False,False,False,ඪ,,ක,SINHALA LETTER MAHAAPRAANA DDAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER ALPAPRAANA KAYANNA,ḍha-ka,0,False
ඪ්‍ඛ,U+0DAA U+0DCA U+200D U+0D9B,L6_zwj_conj,202-3-25,3,True,False,False,False,ඪ,,ඛ,SINHALA LETTER MAHAAPRAANA DDAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER MAHAAPRAANA KAYANNA,ḍha-kha,0,False
ඪ්‍ග,U+0DAA U+0DCA U+200D U+0D9C,L6_zwj_conj,202-3-26,3,True,False,False,False,ඪ,,ග,SINHALA LETTER MAHAAPRAANA DDAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER ALPAPRAANA GAYANNA,ḍha-ga,0,False
ඪ්‍ඝ,U+0DAA U+0DCA U+200D U+0D9D,L6_zwj_conj,202-3-27,3,True,False,False,False,ඪ,,ඝ,SINHALA LETTER MAHAAPRAANA DDAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER MAHAAPRAANA GAYANNA,ḍha-gha,0,False
ඪ්‍ඞ,U+0DAA U+0DCA U+200D U+0D9E,L6_zwj_conj,202-3-28,3,True,False,False,False,ඪ,,ඞ,SINHALA LETTER MAHAAPRAANA DDAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER KANTAJA NAASIKYAYA,ḍha-ṅa,0,False
ඪ්‍ඟ,U+0DAA U+0DCA U+200D U+0D9F,L6_zwj_conj,202-3-29,3,True,False,False,False,ඪ,,ඟ,SINHALA LETTER MAHAAPRAANA DDAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER SANYAKA GAYANNA,ḍha-ⁿga,0,False
ඪ්‍ච,U+0DAA U+0DCA U+200D U+0DA0,L6_zwj_conj,202-3-30,3,True,False,False,False,ඪ,,ච,SINHALA LETTER MAHAAPRAANA DDAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER ALPAPRAANA CAYANNA,ḍha-ca,0,False
ඪ්‍ඡ,U+0DAA U+0DCA U+200D U+0DA1,L6_zwj_conj,202-3-31,3,True,False,False,False,ඪ,,ඡ,SINHALA LETTER MAHAAPRAANA DDAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER MAHAAPRAANA CAYANNA,ḍha-cha,0,False
ඪ්‍ජ,U+0DAA U+0DCA U+200D U+0DA2,L6_zwj_conj,202-3-32,3,True,False,False,False,ඪ,,ජ,SINHALA LETTER MAHAAPRAANA DDAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER ALPAPRAANA JAYANNA,ḍha-ja,0,False
ඪ්‍ඣ,U+0DAA U+0DCA U+200D U+0DA3,L6_zwj_conj,202-3-33,3,True,False,False,False,ඪ,,ඣ,SINHALA LETTER MAHAAPRAANA DDAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER MAHAAPRAANA JAYANNA,ḍha-jha,0,False
ඪ්‍ඤ,U+0DAA U+0DCA U+200D U+0DA4,L6_zwj_conj,202-3-34,3,True,False,False,False,ඪ,,ඤ,SINHALA LETTER MAHAAPRAANA DDAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER TAALUJA NAASIKYAYA,ḍha-ña,0,False
ඪ්‍ඥ,U+0DAA U+0DCA U+200D U+0DA5,L6_zwj_conj,202-3-35,3,True,False,False,False,ඪ,,ඥ,SINHALA LETTER MAHAAPRAANA DDAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER TAALUJA SANYOOGA NAAKSIKYAYA,ḍha-U+0DA5,0,False
ඪ්‍ඦ,U+0DAA U+0DCA U+200D U+0DA6,L6_zwj_conj,202-3-36,3,True,False,False,False,ඪ,,ඦ,SINHALA LETTER MAHAAPRAANA DDAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER SANYAKA JAYANNA,ḍha-ⁿja,0,False
ඪ්‍ට,U+0DAA U+0DCA U+200D U+0DA7,L6_zwj_conj,202-3-37,3,True,False,False,False,ඪ,,ට,SINHALA LETTER MAHAAPRAANA DDAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER ALPAPRAANA TTAYANNA,ḍha-ṭa,0,False
ඪ්‍ඨ,U+0DAA U+0DCA U+200D U+0DA8,L6_zwj_conj,202-3-38,3,True,False,False,False,ඪ,,ඨ,SINHALA LETTER MAHAAPRAANA DDAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER MAHAAPRAANA TTAYANNA,ḍha-ṭha,0,False
ඪ්‍ඩ,U+0DAA U+0DCA U+200D U+0DA9,L6_zwj_conj,202-3-39,3,True,False,False,False,ඪ,,ඩ,SINHALA LETTER MAHAAPRAANA DDAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER ALPAPRAANA DDAYANNA,ḍha-ḍa,0,False
ඪ්‍ඪ,U+0DAA U+0DCA U+200D U+0DAA,L6_zwj_conj,202-3-40,3,True,False,False,False,ඪ,,ඪ,SINHALA LETTER MAHAAPRAANA DDAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER MAHAAPRAANA DDAYANNA,ḍha-ḍha,0,False
ඪ්‍ණ,U+0DAA U+0DCA U+200D U+0DAB,L6_zwj_conj,202-3-41,3,True,False,False,False,ඪ,,ණ,SINHALA LETTER MAHAAPRAANA DDAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER MUURDHAJA NAYANNA,ḍha-ṇa,0,False
ඪ්‍ඬ,U+0DAA U+0DCA U+200D U+0DAC,L6_zwj_conj,202-3-42,3,True,False,False,False,ඪ,,ඬ,SINHALA LETTER MAHAAPRAANA DDAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER SANYAKA DDAYANNA,ḍha-ⁿḍa,0,False
ඪ්‍ත,U+0DAA U+0DCA U+200D U+0DAD,L6_zwj_conj,202-3-43,3,True,False,False,False,ඪ,,ත,SINHALA LETTER MAHAAPRAANA DDAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER ALPAPRAANA TAYANNA,ḍha-ta,0,False
ඪ්‍ථ,U+0DAA U+0DCA U+200D U+0DAE,L6_zwj_conj,202-3-44,3,True,False,False,False,ඪ,,ථ,SINHALA LETTER MAHAAPRAANA DDAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER MAHAAPRAANA TAYANNA,ḍha-tha,0,False
ඪ්‍ද,U+0DAA U+0DCA U+200D U+0DAF,L6_zwj_conj,202-3-45,3,True,False,False,False,ඪ,,ද,SINHALA LETTER MAHAAPRAANA DDAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER ALPAPRAANA DAYANNA,ḍha-da,0,False
ඪ්‍ධ,U+0DAA U+0DCA U+200D U+0DB0,L6_zwj_conj,202-3-46,3,True,False,False,False,ඪ,,ධ,SINHALA LETTER MAHAAPRAANA DDAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER MAHAAPRAANA DAYANNA,ḍha-dha,0,False
ඪ්‍න,U+0DAA U+0DCA U+200D U+0DB1,L6_zwj_conj,202-3-47,3,True,False,False,False,ඪ,,න,SINHALA LETTER MAHAAPRAANA DDAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER DANTAJA NAYANNA,ḍha-na,0,False
ඪ්‍ඳ,U+0DAA U+0DCA U+200D U+0DB3,L6_zwj_conj,202-3-48,3,True,False,False,False,ඪ,,ඳ,SINHALA LETTER MAHAAPRAANA DDAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER SANYAKA DAYANNA,ḍha-ⁿda,0,False
ඪ්‍ප,U+0DAA U+0DCA U+200D U+0DB4,L6_zwj_conj,202-3-49,3,True,False,False,False,ඪ,,ප,SINHALA LETTER MAHAAPRAANA DDAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER ALPAPRAANA PAYANNA,ḍha-pa,0,False
ඪ්‍ඵ,U+0DAA U+0DCA U+200D U+0DB5,L6_zwj_conj,202-3-50,3,True,False,False,False,ඪ,,ඵ,SINHALA LETTER MAHAAPRAANA DDAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER MAHAAPRAANA PAYANNA,ḍha-pha,0,False
ඪ්‍බ,U+0DAA U+0DCA U+200D U+0DB6,L6_zwj_conj,202-3-51,3,True,False,False,False,ඪ,,බ,SINHALA LETTER MAHAAPRAANA DDAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER ALPAPRAANA BAYANNA,ḍha-ba,0,False
ඪ්‍භ,U+0DAA U+0DCA U+200D U+0DB7,L6_zwj_conj,202-3-52,3,True,False,False,False,ඪ,,භ,SINHALA LETTER MAHAAPRAANA DDAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER MAHAAPRAANA BAYANNA,ḍha-bha,0,False
ඪ්‍ම,U+0DAA U+0DCA U+200D U+0DB8,L6_zwj_conj,202-3-53,3,True,False,False,False,ඪ,,ම,SINHALA LETTER MAHAAPRAANA DDAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER MAYANNA,ḍha-ma,0,False
ඪ්‍ඹ,U+0DAA U+0DCA U+200D U+0DB9,L6_zwj_conj,202-3-54,3,True,False,False,False,ඪ,,ඹ,SINHALA LETTER MAHAAPRAANA DDAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER AMBA BAYANNA,ḍha-ᵐba,0,False
ඪ්‍ර,U+0DAA U+0DCA U+200D U+0DBB,L6_zwj_conj,40-149,2,True,False,True,True,ඪ,,ර,SINHALA LETTER MAHAAPRAANA DDAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER RAYANNA,ḍha-ra,0,False
ඪ්‍ල,U+0DAA U+0DCA U+200D U+0DBD,L6_zwj_conj,202-3-57,3,True,False,False,False,ඪ,,ල,SINHALA LETTER MAHAAPRAANA DDAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER DANTAJA LAYANNA,ḍha-la,0,False
ඪ්‍ව,U+0DAA U+0DCA U+200D U+0DC0,L6_zwj_conj,202-3-58,3,True,False,False,False,ඪ,,ව,SINHALA LETTER MAHAAPRAANA DDAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER VAYANNA,ḍha-va,0,False
ඪ්‍ශ,U+0DAA U+0DCA U+200D U+0DC1,L6_zwj_conj,202-3-59,3,True,False,False,False,ඪ,,ශ,SINHALA LETTER MAHAAPRAANA DDAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER TAALUJA SAYANNA,ḍha-śa,0,False
ඪ්‍ෂ,U+0DAA U+0DCA U+200D U+0DC2,L6_zwj_conj,202-3-60,3,True,False,False,False,ඪ,,ෂ,SINHALA LETTER MAHAAPRAANA DDAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER MUURDHAJA SAYANNA,ḍha-ṣa,0,False
ඪ්‍ස,U+0DAA U+0DCA U+200D U+0DC3,L6_zwj_conj,202-3-61,3,True,False,False,False,ඪ,,ස,SINHALA LETTER MAHAAPRAANA DDAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER DANTAJA SAYANNA,ḍha-sa,0,False
ඪ්‍හ,U+0DAA U+0DCA U+200D U+0DC4,L6_zwj_conj,202-3-62,3,True,False,False,False,ඪ,,හ,SINHALA LETTER MAHAAPRAANA DDAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER HAYANNA,ḍha-ha,0,False
ඪ්‍ළ,U+0DAA U+0DCA U+200D U+0DC5,L6_zwj_conj,202-3-63,3,True,False,False,False,ඪ,,ළ,SINHALA LETTER MAHAAPRAANA DDAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER MUURDHAJA LAYANNA,ḍha-ḷa,0,False
ඪ්‍ෆ,U+0DAA U+0DCA U+200D U+0DC6,L6_zwj_conj,202-3-64,3,True,False,False,False,ඪ,,ෆ,SINHALA LETTER MAHAAPRAANA DDAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER FAYANNA,ḍha-fa,0,False
ණ්‍ක,U+0DAB U+0DCA U+200D U+0D9A,L6_zwj_conj,203-3-24,3,True,False,False,False,ණ,,ක,SINHALA LETTER MUURDHAJA NAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER ALPAPRAANA KAYANNA,ṇa-ka,0,False
ණ්‍ඛ,U+0DAB U+0DCA U+200D U+0D9B,L6_zwj_conj,203-3-25,3,True,False,False,False,ණ,,ඛ,SINHALA LETTER MUURDHAJA NAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER MAHAAPRAANA KAYANNA,ṇa-kha,0,False
ණ්‍ග,U+0DAB U+0DCA U+200D U+0D9C,L6_zwj_conj,203-3-26,3,True,False,False,False,ණ,,ග,SINHALA LETTER MUURDHAJA NAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER ALPAPRAANA GAYANNA,ṇa-ga,0,False
ණ්‍ඝ,U+0DAB U+0DCA U+200D U+0D9D,L6_zwj_conj,203-3-27,3,True,False,False,False,ණ,,ඝ,SINHALA LETTER MUURDHAJA NAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER MAHAAPRAANA GAYANNA,ṇa-gha,0,False
ණ්‍ඞ,U+0DAB U+0DCA U+200D U+0D9E,L6_zwj_conj,203-3-28,3,True,False,False,False,ණ,,ඞ,SINHALA LETTER MUURDHAJA NAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER KANTAJA NAASIKYAYA,ṇa-ṅa,0,False
ණ්‍ඟ,U+0DAB U+0DCA U+200D U+0D9F,L6_zwj_conj,203-3-29,3,True,False,False,False,ණ,,ඟ,SINHALA LETTER MUURDHAJA NAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER SANYAKA GAYANNA,ṇa-ⁿga,0,False
ණ්‍ච,U+0DAB U+0DCA U+200D U+0DA0,L6_zwj_conj,203-3-30,3,True,False,False,False,ණ,,ච,SINHALA LETTER MUURDHAJA NAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER ALPAPRAANA CAYANNA,ṇa-ca,0,False
ණ්‍ඡ,U+0DAB U+0DCA U+200D U+0DA1,L6_zwj_conj,203-3-31,3,True,False,False,False,ණ,,ඡ,SINHALA LETTER MUURDHAJA NAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER MAHAAPRAANA CAYANNA,ṇa-cha,0,False
ණ්‍ජ,U+0DAB U+0DCA U+200D U+0DA2,L6_zwj_conj,203-3-32,3,True,False,False,False,ණ,,ජ,SINHALA LETTER MUURDHAJA NAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER ALPAPRAANA JAYANNA,ṇa-ja,0,False
ණ්‍ඣ,U+0DAB U+0DCA U+200D U+0DA3,L6_zwj_conj,203-3-33,3,True,False,False,False,ණ,,ඣ,SINHALA LETTER MUURDHAJA NAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER MAHAAPRAANA JAYANNA,ṇa-jha,0,False
ණ්‍ඤ,U+0DAB U+0DCA U+200D U+0DA4,L6_zwj_conj,203-3-34,3,True,False,False,False,ණ,,ඤ,SINHALA LETTER MUURDHAJA NAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER TAALUJA NAASIKYAYA,ṇa-ña,0,False
ණ්‍ඥ,U+0DAB U+0DCA U+200D U+0DA5,L6_zwj_conj,203-3-35,3,True,False,False,False,ණ,,ඥ,SINHALA LETTER MUURDHAJA NAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER TAALUJA SANYOOGA NAAKSIKYAYA,ṇa-U+0DA5,0,False
ණ්‍ඦ,U+0DAB U+0DCA U+200D U+0DA6,L6_zwj_conj,203-3-36,3,True,False,False,False,ණ,,ඦ,SINHALA LETTER MUURDHAJA NAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER SANYAKA JAYANNA,ṇa-ⁿja,0,False
ණ්‍ට,U+0DAB U+0DCA U+200D U+0DA7,L6_zwj_conj,203-3-37,3,True,False,False,False,ණ,,ට,SINHALA LETTER MUURDHAJA NAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER ALPAPRAANA TTAYANNA,ṇa-ṭa,0,False
ණ්‍ඨ,U+0DAB U+0DCA U+200D U+0DA8,L6_zwj_conj,203-3-38,3,True,False,False,False,ණ,,ඨ,SINHALA LETTER MUURDHAJA NAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER MAHAAPRAANA TTAYANNA,ṇa-ṭha,0,False
ණ්‍ඪ,U+0DAB U+0DCA U+200D U+0DAA,L6_zwj_conj,203-3-40,3,True,False,False,False,ණ,,ඪ,SINHALA LETTER MUURDHAJA NAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER MAHAAPRAANA DDAYANNA,ṇa-ḍha,0,False
ණ්‍ණ,U+0DAB U+0DCA U+200D U+0DAB,L6_zwj_conj,203-3-41,3,True,False,False,False,ණ,,ණ,SINHALA LETTER MUURDHAJA NAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER MUURDHAJA NAYANNA,ṇa-ṇa,0,False
ණ්‍ඬ,U+0DAB U+0DCA U+200D U+0DAC,L6_zwj_conj,203-3-42,3,True,False,False,False,ණ,,ඬ,SINHALA LETTER MUURDHAJA NAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER SANYAKA DDAYANNA,ṇa-ⁿḍa,0,False
ණ්‍ත,U+0DAB U+0DCA U+200D U+0DAD,L6_zwj_conj,203-3-43,3,True,False,False,False,ණ,,ත,SINHALA LETTER MUURDHAJA NAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER ALPAPRAANA TAYANNA,ṇa-ta,0,False
ණ්‍ථ,U+0DAB U+0DCA U+200D U+0DAE,L6_zwj_conj,203-3-44,3,True,False,False,False,ණ,,ථ,SINHALA LETTER MUURDHAJA NAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER MAHAAPRAANA TAYANNA,ṇa-tha,0,False
ණ්‍ද,U+0DAB U+0DCA U+200D U+0DAF,L6_zwj_conj,203-3-45,3,True,False,False,False,ණ,,ද,SINHALA LETTER MUURDHAJA NAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER ALPAPRAANA DAYANNA,ṇa-da,0,False
