akshara,codepoints,level,visual_key,glyph_count_noto,renderable,fused_noto,fused_mn,fused_sangam,main_glyph,mod_parts,nexts,parts_nfd,reading,wiki_freq,in_454
ඡ්‍ය්,U+0DA1 U+0DCA U+200D U+0DBA U+0DCA,L8_zwj_conj_dv,31-240,2,True,False,False,False,ඡ,hal@TOP,ය,SINHALA LETTER MAHAAPRAANA CAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER YAYANNA + SINHALA SIGN AL-LAKUNA,cha-y,0,False
ජ්‍රැ,U+0DA2 U+0DCA U+200D U+0DBB U+0DD0,L8_zwj_conj_dv,32-141-67,3,True,False,False,False,ජ,SINHALA VOWEL SIGN KETTI AEDA-PILLA@RIGHT,ර,SINHALA LETTER ALPAPRAANA JAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER RAYANNA + SINHALA VOWEL SIGN KETTI AEDA-PILLA,ja-ræ,0,False
ජ්‍රෑ,U+0DA2 U+0DCA U+200D U+0DBB U+0DD1,L8_zwj_conj_dv,32-141-68,3,True,False,False,False,ජ,SINHALA VOWEL SIGN DIGA AEDA-PILLA@RIGHT,ර,SINHALA LETTER ALPAPRAANA JAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER RAYANNA + SINHALA VOWEL SIGN DIGA AEDA-PILLA,ja-rǣ,0,False
ජ්‍රී,U+0DA2 U+0DCA U+200D U+0DBB U+0DD3,L8_zwj_conj_dv,318-141,2,True,False,True,True,ජ,SINHALA VOWEL SIGN DIGA IS-PILLA@ABOVE,ර,SINHALA LETTER ALPAPRAANA JAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER RAYANNA + SINHALA VOWEL SIGN DIGA IS-PILLA,ja-rī,0,True
ජ්‍රු,U+0DA2 U+0DCA U+200D U+0DBB U+0DD4,L8_zwj_conj_dv,32-141-131,3,True,False,False,False,ජ,u_下垂(u)@BELOW,ර,SINHALA LETTER ALPAPRAANA JAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER RAYANNA + SINHALA VOWEL SIGN KETTI PAA-PILLA,ja-ru,0,False
ජ්‍රූ,U+0DA2 U+0DCA U+200D U+0DBB U+0DD6,L8_zwj_conj_dv,32-141-132,3,True,False,False,False,ජ,u_下垂(ū)@BELOW,ර,SINHALA LETTER ALPAPRAANA JAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER RAYANNA + SINHALA VOWEL SIGN DIGA PAA-PILLA,ja-rū,0,False
ජ්‍රෘ,U+0DA2 U+0DCA U+200D U+0DBB U+0DD8,L8_zwj_conj_dv,32-141-73,3,True,False,False,False,ජ,SINHALA VOWEL SIGN GAETTA-PILLA@POST,ර,SINHALA LETTER ALPAPRAANA JAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER RAYANNA + SINHALA VOWEL SIGN GAETTA-PILLA,ja-ra+U+0DD8,0,False
ජ්‍රෛ,U+0DA2 U+0DCA U+200D U+0DBB U+0DDB,L8_zwj_conj_dv,76-32-141,3,True,False,False,False,ජ,SINHALA VOWEL SIGN KOMBU DEKA@POST,ර,SINHALA LETTER ALPAPRAANA JAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER RAYANNA + SINHALA VOWEL SIGN KOMBU DEKA,ja-ra+U+0DDB,0,False
ජ්‍රො,U+0DA2 U+0DCA U+200D U+0DBB U+0DDC,L8_zwj_conj_dv,74-32-141-66,4,True,False,False,False,ජ,SINHALA VOWEL SIGN KOMBUVA@PRE + SINHALA VOWEL SIGN AELA-PILLA@RIGHT,ර,SINHALA LETTER ALPAPRAANA JAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER RAYANNA + SINHALA VOWEL SIGN KOMBUVA + SINHALA VOWEL SIGN AELA-PILLA,ja-ro,0,False
ජ්‍රෝ,U+0DA2 U+0DCA U+200D U+0DBB U+0DDD,L8_zwj_conj_dv,74-194-141-66,4,True,False,False,False,ජ,SINHALA VOWEL SIGN KOMBUVA@PRE + SINHALA VOWEL SIGN AELA-PILLA@RIGHT + SINHALA SIGN AL-LAKUNA@POST,ර,SINHALA LETTER ALPAPRAANA JAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER RAYANNA + SINHALA VOWEL SIGN KOMBUVA + SINHALA VOWEL SIGN AELA-PILLA + SINHALA SIGN AL-LAKUNA,ja-rō,0,False
ජ්‍රෞ,U+0DA2 U+0DCA U+200D U+0DBB U+0DDE,L8_zwj_conj_dv,74-32-141-80,4,True,False,False,False,ජ,SINHALA VOWEL SIGN KOMBUVA@PRE + SINHALA VOWEL SIGN GAYANUKITTA@POST,ර,SINHALA LETTER ALPAPRAANA JAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER RAYANNA + SINHALA VOWEL SIGN KOMBUVA + SINHALA VOWEL SIGN GAYANUKITTA,ja-rau,0,False
ජ්‍රෟ,U+0DA2 U+0DCA U+200D U+0DBB U+0DDF,L8_zwj_conj_dv,32-141-80,3,True,False,False,False,ජ,SINHALA VOWEL SIGN GAYANUKITTA@POST,ර,SINHALA LETTER ALPAPRAANA JAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER RAYANNA + SINHALA VOWEL SIGN GAYANUKITTA,ja-ra+U+0DDF,0,False
ජ්‍ර්,U+0DA2 U+0DCA U+200D U+0DBB U+0DCA,L8_zwj_conj_dv,194-141,2,True,False,True,True,ජ,hal@TOP,ර,SINHALA LETTER ALPAPRAANA JAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER RAYANNA + SINHALA SIGN AL-LAKUNA,ja-r,0,False
ජ්‍යැ,U+0DA2 U+0DCA U+200D U+0DBA U+0DD0,L8_zwj_conj_dv,32-128-67,3,True,False,False,False,ජ,SINHALA VOWEL SIGN KETTI AEDA-PILLA@RIGHT,ය,SINHALA LETTER ALPAPRAANA JAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER YAYANNA + SINHALA VOWEL SIGN KETTI AEDA-PILLA,ja-yæ,0,False
