akshara,codepoints,freq
"ම්ප්ස","U+0DB8 U+0DCA U+0DB4 U+0DCA U+0DC3",42
"ය්‍යං","U+0DBA U+0DCA U+200D U+0DBA U+0D82",42
"ම්ප්‍රෙ","U+0DB8 U+0DCA U+0DB4 U+0DCA U+200D U+0DBB U+0DD9",42
"ග්ඩා","U+0D9C U+0DCA U+0DA9 U+0DCF",42
"ඩ්හැ","U+0DA9 U+0DCA U+0DC4 U+0DD0",42
"ෂං","U+0DC2 U+0D82",42
"ඩ්ෆෝ","U+0DA9 U+0DCA U+0DC6 U+0DDD",42
"බැ‍ඳෙ","U+0DB6 U+0DD0 U+200D U+0DB3 U+0DD9",42
"ක්ඩ","U+0D9A U+0DCA U+0DA9",42
"ම්හී","U+0DB8 U+0DCA U+0DC4 U+0DD3",42
"න්ට්ලි","U+0DB1 U+0DCA U+0DA7 U+0DCA U+0DBD U+0DD2",42
"ච්කේ","U+0DA0 U+0DCA U+0D9A U+0DDA",42
"අඃ","U+0D85 U+0D83",41
"‍‍","U+200D U+200D",41
"‍හේ","U+200D U+0DC4 U+0DDA",41
"ල්ක්‍රි","U+0DBD U+0DCA U+0D9A U+0DCA U+200D U+0DBB U+0DD2",41
"න්ඉ","U+0DB1 U+0DCA U+0D89",41
"ත්දි","U+0DAD U+0DCA U+0DAF U+0DD2",41
"ර‍ට","U+0DBB U+200D U+0DA7",41
"‍මේ","U+200D U+0DB8 U+0DDA",41
"‍ගේ","U+200D U+0D9C U+0DDA",41
"ච්ඡෙ","U+0DA0 U+0DCA U+0DA1 U+0DD9",41
"බ්‍රෑ","U+0DB6 U+0DCA U+200D U+0DBB U+0DD1",41
"න්බෝ","U+0DB1 U+0DCA U+0DB6 U+0DDD",41
"න්නං","U+0DB1 U+0DCA U+0DB1 U+0D82",41
"ර්මැ","U+0DBB U+0DCA U+0DB8 U+0DD0",41
"ම්දා","U+0DB8 U+0DCA U+0DAF U+0DCF",41
"ණ්ය","U+0DAB U+0DCA U+0DBA",41
"කඃ","U+0D9A U+0D83",41
"ස්රෝ","U+0DC3 U+0DCA U+0DBB U+0DDD",41
"හ්රි","U+0DC4 U+0DCA U+0DBB U+0DD2",41
"ර්‍ත","U+0DBB U+0DCA U+200D U+0DAD",41
"ඡ්‍ය","U+0DA1 U+0DCA U+200D U+0DBA",40
"ම්ගැ","U+0DB8 U+0DCA U+0D9C U+0DD0",40
"ල්සෙ","U+0DBD U+0DCA U+0DC3 U+0DD9",40
"ව‍","U+0DC0 U+200D",40
"ඞු","U+0D9E U+0DD4",40
"ත්ලේ","U+0DAD U+0DCA U+0DBD U+0DDA",40
"ට්තු","U+0DA7 U+0DCA U+0DAD U+0DD4",40
"දා‍","U+0DAF U+0DCF U+200D",40
"ප්පෝ","U+0DB4 U+0DCA U+0DB4 U+0DDD",40
"කෟ","U+0D9A U+0DDF",40
"ල්බැ","U+0DBD U+0DCA U+0DB6 U+0DD0",40
"න්යේ","U+0DB1 U+0DCA U+0DBA U+0DDA",40
"ර්්‍ය","U+0DBB U+0DCA U+0DCA U+200D U+0DBA",40
"ක්ස්ප්ලෝ","U+0D9A U+0DCA U+0DC3 U+0DCA U+0DB4 U+0DCA U+0DBD U+0DDD",40
"ල්නෑ","U+0DBD U+0DCA U+0DB1 U+0DD1",40
"බ්ට","U+0DB6 U+0DCA U+0DA7",40
"ඛං","U+0D9B U+0D82",40
"න්ක්ෆ","U+0DB1 U+0DCA U+0D9A U+0DCA U+0DC6",40
"ම්මං","U+0DB8 U+0DCA U+0DB8 U+0D82",40
"ම්දං","U+0DB8 U+0DCA U+0DAF U+0D82",40
"න්ට්ල","U+0DB1 U+0DCA U+0DA7 U+0DCA U+0DBD",40
"ඔ‍ෆ්","U+0D94 U+200D U+0DC6 U+0DCA",40
"ල්ජු","U+0DBD U+0DCA U+0DA2 U+0DD4",40
"ත්‍රං","U+0DAD U+0DCA U+200D U+0DBB U+0D82",40
"ස්ගු","U+0DC3 U+0DCA U+0D9C U+0DD4",40
"ට්වී","U+0DA7 U+0DCA U+0DC0 U+0DD3",40
"ට්ලො","U+0DA7 U+0DCA U+0DBD U+0DDC",40
"න්ග්‍රි","U+0DB1 U+0DCA U+0D9C U+0DCA U+200D U+0DBB U+0DD2",40
"ර්නු","U+0DBB U+0DCA U+0DB1 U+0DD4",40
"ග්‍රූ","U+0D9C U+0DCA U+200D U+0DBB U+0DD6",40
"න්දොං","U+0DB1 U+0DCA U+0DAF U+0DDC U+0D82",40
"ර්රා","U+0DBB U+0DCA U+0DBB U+0DCF",39
"ර‍ය","U+0DBB U+200D U+0DBA",39
"ඹෟ","U+0DB9 U+0DDF",39
"ශ‍්‍රි","U+0DC1 U+200D U+0DCA U+200D U+0DBB U+0DD2",39
"ර්ඝා","U+0DBB U+0DCA U+0D9D U+0DCF",39
"ස්ප්‍රී","U+0DC3 U+0DCA U+0DB4 U+0DCA U+200D U+0DBB U+0DD3",39
"ත්ච","U+0DAD U+0DCA U+0DA0",39
"ෆ්ඝ","U+0DC6 U+0DCA U+0D9D",39
"ත්ස්වේ","U+0DAD U+0DCA U+0DC3 U+0DCA U+0DC0 U+0DDA",39
"ස්දි","U+0DC3 U+0DCA U+0DAF U+0DD2",39
"ට්ලා","U+0DA7 U+0DCA U+0DBD U+0DCF",39
"ස්ආ","U+0DC3 U+0DCA U+0D86",39
"ර්පෙ","U+0DBB U+0DCA U+0DB4 U+0DD9",39
"ක්ස්වැ","U+0D9A U+0DCA U+0DC3 U+0DCA U+0DC0 U+0DD0",39
"ස්ං","U+0DC3 U+0DCA U+0D82",39
"ර්සේ","U+0DBB U+0DCA U+0DC3 U+0DDA",39
"න්ට්‍රෝ","U+0DB1 U+0DCA U+0DA7 U+0DCA U+200D U+0DBB U+0DDD",39
"ඩ්ර","U+0DA9 U+0DCA U+0DBB",39
"ල්ඩ්ගේ","U+0DBD U+0DCA U+0DA9 U+0DCA U+0D9C U+0DDA",39
"ෆ්ස්","U+0DC6 U+0DCA U+0DC3 U+0DCA",39
"ම්ඩ","U+0DB8 U+0DCA U+0DA9",39
"ල්ත්","U+0DBD U+0DCA U+0DAD U+0DCA",39
"ඎ","U+0D8E",38
"ග්ගො","U+0D9C U+0DCA U+0D9C U+0DDC",38
"ම‍","U+0DB8 U+200D",38
"‍යු","U+200D U+0DBA U+0DD4",38
"‍සො","U+200D U+0DC3 U+0DDC",38
"ශ්ණු","U+0DC1 U+0DCA U+0DAB U+0DD4",38
"ඝ‍්‍ර","U+0D9D U+200D U+0DCA U+200D U+0DBB",38
"ප්සෝ","U+0DB4 U+0DCA U+0DC3 U+0DDD",38
"න්මෝ","U+0DB1 U+0DCA U+0DB8 U+0DDD",38
"ම්මෝ","U+0DB8 U+0DCA U+0DB8 U+0DDD",38
"ඥ්ඥා","U+0DA5 U+0DCA U+0DA5 U+0DCF",38
"ද්තු","U+0DAF U+0DCA U+0DAD U+0DD4",38
"ස්ලෙ","U+0DC3 U+0DCA U+0DBD U+0DD9",38
"ව්දු","U+0DC0 U+0DCA U+0DAF U+0DD4",38
"ත්තූ","U+0DAD U+0DCA U+0DAD U+0DD6",38
"ෂ්රා","U+0DC2 U+0DCA U+0DBB U+0DCF",38
"ස්ෆි","U+0DC3 U+0DCA U+0DC6 U+0DD2",38
"ග්ස්වු","U+0D9C U+0DCA U+0DC3 U+0DCA U+0DC0 U+0DD4",38
"ප්‍යා","U+0DB4 U+0DCA U+200D U+0DBA U+0DCF",38
"ව්ස්ක්","U+0DC0 U+0DCA U+0DC3 U+0DCA U+0D9A U+0DCA",38
"ල්රා","U+0DBD U+0DCA U+0DBB U+0DCF",38
"ස්ත්‍ර‍ය","U+0DC3 U+0DCA U+0DAD U+0DCA U+200D U+0DBB U+200D U+0DBA",38
"ු","U+0DD4",37
"ත්තැ","U+0DAD U+0DCA U+0DAD U+0DD0",37
"ස‍ට","U+0DC3 U+200D U+0DA7",37
"ඥෙ","U+0DA5 U+0DD9",37
"ජෞ","U+0DA2 U+0DDE",37
"ස්ත්රී","U+0DC3 U+0DCA U+0DAD U+0DCA U+0DBB U+0DD3",37
"භාං","U+0DB7 U+0DCF U+0D82",37
"ර්ප්‍ර","U+0DBB U+0DCA U+0DB4 U+0DCA U+200D U+0DBB",37
"‍තෝ","U+200D U+0DAD U+0DDD",37
"‍ගෙ","U+200D U+0D9C U+0DD9",37
"ණ්ටා","U+0DAB U+0DCA U+0DA7 U+0DCF",37
"ර්‍ථ","U+0DBB U+0DCA U+200D U+0DAE",37
"න්පො","U+0DB1 U+0DCA U+0DB4 U+0DDC",37
"ක්ස්හි","U+0D9A U+0DCA U+0DC3 U+0DCA U+0DC4 U+0DD2",37
"ජ්ජේ","U+0DA2 U+0DCA U+0DA2 U+0DDA",37
"ත්‍රෝ","U+0DAD U+0DCA U+200D U+0DBB U+0DDD",37
"ර්ට්ල","U+0DBB U+0DCA U+0DA7 U+0DCA U+0DBD",37
"න්ට්හි","U+0DB1 U+0DCA U+0DA7 U+0DCA U+0DC4 U+0DD2",37
"ස්ත්ම","U+0DC3 U+0DCA U+0DAD U+0DCA U+0DB8",37
"ප්ලෑ","U+0DB4 U+0DCA U+0DBD U+0DD1",37
"‍සි","U+200D U+0DC3 U+0DD2",37
"ඩ්‍ය","U+0DA9 U+0DCA U+200D U+0DBA",37
"ල්ඛ","U+0DBD U+0DCA U+0D9B",37
"න්ට්ගේ","U+0DB1 U+0DCA U+0DA7 U+0DCA U+0D9C U+0DDA",37
"ල්ඩ්වි","U+0DBD U+0DCA U+0DA9 U+0DCA U+0DC0 U+0DD2",37
"ප්‍ය","U+0DB4 U+0DCA U+200D U+0DBA",37
"ෆ්ර","U+0DC6 U+0DCA U+0DBB",37
"න්න්","U+0DB1 U+0DCA U+0DB1 U+0DCA",37
"ත්‍ථු","U+0DAD U+0DCA U+200D U+0DAE U+0DD4",37
"ල්ඩ්‍ර","U+0DBD U+0DCA U+0DA9 U+0DCA U+200D U+0DBB",37
"ට්වේ","U+0DA7 U+0DCA U+0DC0 U+0DDA",37
"ම්සී","U+0DB8 U+0DCA U+0DC3 U+0DD3",37
"ර්චේ","U+0DBB U+0DCA U+0DA0 U+0DDA",37
"ක්ප්‍රා","U+0D9A U+0DCA U+0DB4 U+0DCA U+200D U+0DBB U+0DCF",37
"ල්බී","U+0DBD U+0DCA U+0DB6 U+0DD3",37
"ට්ටෑ","U+0DA7 U+0DCA U+0DA7 U+0DD1",37
"න්ප්යොං","U+0DB1 U+0DCA U+0DB4 U+0DCA U+0DBA U+0DDC U+0D82",37
"හ්වෑං","U+0DC4 U+0DCA U+0DC0 U+0DD1 U+0D82",37
"ප්‍රෞ","U+0DB4 U+0DCA U+200D U+0DBB U+0DDE",36
"න්ෆො","U+0DB1 U+0DCA U+0DC6 U+0DDC",36
"ඡ්ද","U+0DA1 U+0DCA U+0DAF",36
"ප්පො","U+0DB4 U+0DCA U+0DB4 U+0DDC",36
"මෙි","U+0DB8 U+0DD9 U+0DD2",36
"බ්ල්","U+0DB6 U+0DCA U+0DBD U+0DCA",36
"ප්ඵු","U+0DB4 U+0DCA U+0DB5 U+0DD4",36
"ක‍","U+0D9A U+200D",36
"ල්දො","U+0DBD U+0DCA U+0DAF U+0DDC",36
"න්ජො","U+0DB1 U+0DCA U+0DA2 U+0DDC",36
"ප්ප්‍ර","U+0DB4 U+0DCA U+0DB4 U+0DCA U+200D U+0DBB",36
"ග්රැ","U+0D9C U+0DCA U+0DBB U+0DD0",36
"ම්ප්රේ","U+0DB8 U+0DCA U+0DB4 U+0DCA U+0DBB U+0DDA",36
"ජ්යා","U+0DA2 U+0DCA U+0DBA U+0DCF",36
"ක්රු","U+0D9A U+0DCA U+0DBB U+0DD4",36
"බ්රු","U+0DB6 U+0DCA U+0DBB U+0DD4",36
"ච්ටෙ","U+0DA0 U+0DCA U+0DA7 U+0DD9",36
"ල්ෂ්","U+0DBD U+0DCA U+0DC2 U+0DCA",36
"ස්තෙ","U+0DC3 U+0DCA U+0DAD U+0DD9",36
"ම්බ්ලේ","U+0DB8 U+0DCA U+0DB6 U+0DCA U+0DBD U+0DDA",36
"ක්පේ","U+0D9A U+0DCA U+0DB4 U+0DDA",36
"ඩ්ජි","U+0DA9 U+0DCA U+0DA2 U+0DD2",36
"ල්ටිං","U+0DBD U+0DCA U+0DA7 U+0DD2 U+0D82",36
"න්ස්පෙ","U+0DB1 U+0DCA U+0DC3 U+0DCA U+0DB4 U+0DD9",36
"හ්‍ර","U+0DC4 U+0DCA U+200D U+0DBB",35
"න්ඳා","U+0DB1 U+0DCA U+0DB3 U+0DCF",35
"ල්මී","U+0DBD U+0DCA U+0DB8 U+0DD3",35
"න්ස්කා","U+0DB1 U+0DCA U+0DC3 U+0DCA U+0D9A U+0DCF",35
"‍නි","U+200D U+0DB1 U+0DD2",35
"‍ඒ","U+200D U+0D92",35
"‍ඔ","U+200D U+0D94",35
"බ‍්‍රා","U+0DB6 U+200D U+0DCA U+200D U+0DBB U+0DCF",35
"ල්ඩේ","U+0DBD U+0DCA U+0DA9 U+0DDA",35
"ඡෝ","U+0DA1 U+0DDD",35
"ග්ගා","U+0D9C U+0DCA U+0D9C U+0DCF",35
"චාං","U+0DA0 U+0DCF U+0D82",35
"ච්ගේ","U+0DA0 U+0DCA U+0D9C U+0DDA",35
"දෝං","U+0DAF U+0DDD U+0D82",35
"ම්භූ","U+0DB8 U+0DCA U+0DB7 U+0DD6",35
"භ්ර","U+0DB7 U+0DCA U+0DBB",35
"ප්න","U+0DB4 U+0DCA U+0DB1",35
"ර්ෆී","U+0DBB U+0DCA U+0DC6 U+0DD3",35
"ස්නැ","U+0DC3 U+0DCA U+0DB1 U+0DD0",35
"ස්රි","U+0DC3 U+0DCA U+0DBB U+0DD2",35
"හ්ල","U+0DC4 U+0DCA U+0DBD",35
"ඝ්","U+0D9D U+0DCA",35
"ගාං","U+0D9C U+0DCF U+0D82",35
"ෂෙං","U+0DC2 U+0DD9 U+0D82",35
"ම්අ","U+0DB8 U+0DCA U+0D85",35
"ර්ෆෙ","U+0DBB U+0DCA U+0DC6 U+0DD9",35
"ක්ට්ස්","U+0D9A U+0DCA U+0DA7 U+0DCA U+0DC3 U+0DCA",35
"න්ග්ලේ","U+0DB1 U+0DCA U+0D9C U+0DCA U+0DBD U+0DDA",35
"ක්ලු","U+0D9A U+0DCA U+0DBD U+0DD4",35
"ර්සූ","U+0DBB U+0DCA U+0DC3 U+0DD6",35
"ර්හු","U+0DBB U+0DCA U+0DC4 U+0DD4",35
"ක්චො","U+0D9A U+0DCA U+0DA0 U+0DDC",35
"ට්සේ","U+0DA7 U+0DCA U+0DC3 U+0DDA",35
"ව්ස්ට","U+0DC0 U+0DCA U+0DC3 U+0DCA U+0DA7",35
"බ්ස්හි","U+0DB6 U+0DCA U+0DC3 U+0DCA U+0DC4 U+0DD2",35
"ෂ්ෆි","U+0DC2 U+0DCA U+0DC6 U+0DD2",35
"න්ෙ","U+0DB1 U+0DCA U+0DD9",34
"ත්සේ","U+0DAD U+0DCA U+0DC3 U+0DDA",34
"ශ්ල","U+0DC1 U+0DCA U+0DBD",34
"න්ණු","U+0DB1 U+0DCA U+0DAB U+0DD4",34
"ච්ව","U+0DA0 U+0DCA U+0DC0",34
"ඔු","U+0D94 U+0DD4",34
"ශෘ","U+0DC1 U+0DD8",34
"ස්ට්ල්","U+0DC3 U+0DCA U+0DA7 U+0DCA U+0DBD U+0DCA",34
"ත්නේ","U+0DAD U+0DCA U+0DB1 U+0DDA",34
"රොං","U+0DBB U+0DDC U+0D82",34
"ල්වෝ","U+0DBD U+0DCA U+0DC0 U+0DDD",34
"ඩ්රේ","U+0DA9 U+0DCA U+0DBB U+0DDA",34
"ච්ඥා","U+0DA0 U+0DCA U+0DA5 U+0DCF",34
"ශ්‍රෙ","U+0DC1 U+0DCA U+200D U+0DBB U+0DD9",34
"ඩ්රා","U+0DA9 U+0DCA U+0DBB U+0DCF",34
"න්‍ත","U+0DB1 U+0DCA U+200D U+0DAD",34
"ථං","U+0DAE U+0D82",34
"ප්නා","U+0DB4 U+0DCA U+0DB1 U+0DCF",34
"ර්ල්ව","U+0DBB U+0DCA U+0DBD U+0DCA U+0DC0",34
"හ්ලා","U+0DC4 U+0DCA U+0DBD U+0DCF",34
"ඩ්බෑ","U+0DA9 U+0DCA U+0DB6 U+0DD1",34
"ං","U+0D82",33
"ව්මි","U+0DC0 U+0DCA U+0DB8 U+0DD2",33
"ණ්ත්‍ර","U+0DAB U+0DCA U+0DAD U+0DCA U+200D U+0DBB",33
"ච්ෙ","U+0DA0 U+0DCA U+0DD9",33
"ම්දි","U+0DB8 U+0DCA U+0DAF U+0DD2",33
"බ්බෑ","U+0DB6 U+0DCA U+0DB6 U+0DD1",33
"ඝෘ","U+0D9D U+0DD8",33
"න්ඩ්රි","U+0DB1 U+0DCA U+0DA9 U+0DCA U+0DBB U+0DD2",33
"න්ක්ව","U+0DB1 U+0DCA U+0D9A U+0DCA U+0DC0",33
"ර්යං","U+0DBB U+0DCA U+0DBA U+0D82",33
"ක්තු","U+0D9A U+0DCA U+0DAD U+0DD4",33
"ඩ්බ","U+0DA9 U+0DCA U+0DB6",33
"වි‍ට","U+0DC0 U+0DD2 U+200D U+0DA7",33
"න්ග්ගේ","U+0DB1 U+0DCA U+0D9C U+0DCA U+0D9C U+0DDA",33
"‍සේ","U+200D U+0DC3 U+0DDA",33
"ත්ලි","U+0DAD U+0DCA U+0DBD U+0DD2",33
"‍රෝ","U+200D U+0DBB U+0DDD",33
"ව්ශ","U+0DC0 U+0DCA U+0DC1",33
"කී‍්‍ර","U+0D9A U+0DD3 U+200D U+0DCA U+200D U+0DBB",33
"ෆෑ","U+0DC6 U+0DD1",33
"න්පෝ","U+0DB1 U+0DCA U+0DB4 U+0DDD",33
"ල්ග්‍රේ","U+0DBD U+0DCA U+0D9C U+0DCA U+200D U+0DBB U+0DDA",33
"ශ්ලී","U+0DC1 U+0DCA U+0DBD U+0DD3",33
"ණ්නා","U+0DAB U+0DCA U+0DB1 U+0DCF",33
"ඩ්සි","U+0DA9 U+0DCA U+0DC3 U+0DD2",33
"ගැං","U+0D9C U+0DD0 U+0D82",33
"ම්කෝ","U+0DB8 U+0DCA U+0D9A U+0DDD",33
"ජ්රා","U+0DA2 U+0DCA U+0DBB U+0DCF",33
"ල්තො","U+0DBD U+0DCA U+0DAD U+0DDC",33
"ට්ස්බ","U+0DA7 U+0DCA U+0DC3 U+0DCA U+0DB6",33
"බ්දි","U+0DB6 U+0DCA U+0DAF U+0DD2",33
"ඩ්ස්ට","U+0DA9 U+0DCA U+0DC3 U+0DCA U+0DA7",33
"ර්ජෙ","U+0DBB U+0DCA U+0DA2 U+0DD9",33
"ර්යො","U+0DBB U+0DCA U+0DBA U+0DDC",33
"ධෲ","U+0DB0 U+0DF2",33
"ජ්නේ","U+0DA2 U+0DCA U+0DB1 U+0DDA",33
"ඞ්ඝ","U+0D9E U+0DCA U+0D9D",33
"ො","U+0DDC",32
"ව්ත","U+0DC0 U+0DCA U+0DAD",32
"ට්රො","U+0DA7 U+0DCA U+0DBB U+0DDC",32
"ක්ග්‍රා","U+0D9A U+0DCA U+0D9C U+0DCA U+200D U+0DBB U+0DCF",32
"ල්ඩිං","U+0DBD U+0DCA U+0DA9 U+0DD2 U+0D82",32
"ස්ඩා","U+0DC3 U+0DCA U+0DA9 U+0DCF",32
"ව‍්‍ර","U+0DC0 U+200D U+0DCA U+200D U+0DBB",32
"ක‍ය","U+0D9A U+200D U+0DBA",32
"න්මො","U+0DB1 U+0DCA U+0DB8 U+0DDC",32
"ප්‍ර‍ති","U+0DB4 U+0DCA U+200D U+0DBB U+200D U+0DAD U+0DD2",32
"විෙ","U+0DC0 U+0DD2 U+0DD9",32
"ර්ලී","U+0DBB U+0DCA U+0DBD U+0DD3",32
"ර්‍යේ","U+0DBB U+0DCA U+200D U+0DBA U+0DDA",32
"දෙෙ","U+0DAF U+0DD9 U+0DD9",32
"ප්ලී","U+0DB4 U+0DCA U+0DBD U+0DD3",32
"ර්ෆු","U+0DBB U+0DCA U+0DC6 U+0DD4",32
"ෆ්රෝ","U+0DC6 U+0DCA U+0DBB U+0DDD",32
"ල්ෆී","U+0DBD U+0DCA U+0DC6 U+0DD3",32
"ර්ස්ක්","U+0DBB U+0DCA U+0DC3 U+0DCA U+0D9A U+0DCA",32
"න්වෝ","U+0DB1 U+0DCA U+0DC0 U+0DDD",32
"ක්කැ","U+0D9A U+0DCA U+0D9A U+0DD0",32
"න්චො","U+0DB1 U+0DCA U+0DA0 U+0DDC",32
"ඝ්‍රා","U+0D9D U+0DCA U+200D U+0DBB U+0DCF",32
"ත්‍රො","U+0DAD U+0DCA U+200D U+0DBB U+0DDC",32
"ම්බ්‍රො","U+0DB8 U+0DCA U+0DB6 U+0DCA U+200D U+0DBB U+0DDC",32
"ජ්ර","U+0DA2 U+0DCA U+0DBB",32
"ල්රො","U+0DBD U+0DCA U+0DBB U+0DDC",32
"ල්රූ","U+0DBD U+0DCA U+0DBB U+0DD6",32
"න්බො","U+0DB1 U+0DCA U+0DB6 U+0DDC",32
"න්ක්‍රා","U+0DB1 U+0DCA U+0D9A U+0DCA U+200D U+0DBB U+0DCF",32
"න්කී","U+0DB1 U+0DCA U+0D9A U+0DD3",32
"ස්ට්‍රෝං","U+0DC3 U+0DCA U+0DA7 U+0DCA U+200D U+0DBB U+0DDD U+0D82",32
"ම්බ්ස්","U+0DB8 U+0DCA U+0DB6 U+0DCA U+0DC3 U+0DCA",32
"ර්ෆා","U+0DBB U+0DCA U+0DC6 U+0DCF",32
"ෂ්මෝ","U+0DC2 U+0DCA U+0DB8 U+0DDD",32
"ව්රො","U+0DC0 U+0DCA U+0DBB U+0DDC",32
"ජ්‍යු","U+0DA2 U+0DCA U+200D U+0DBA U+0DD4",32
"ම්යො","U+0DB8 U+0DCA U+0DBA U+0DDC",32
"ජ්පූ","U+0DA2 U+0DCA U+0DB4 U+0DD6",32
"ඦ","U+0DA6",31
"ග්ගු","U+0D9C U+0DCA U+0D9C U+0DD4",31
"ල්ලැ","U+0DBD U+0DCA U+0DBD U+0DD0",31
"ච්ත්‍ර","U+0DA0 U+0DCA U+0DAD U+0DCA U+200D U+0DBB",31
"ඕං","U+0D95 U+0D82",31
"ත්‍ථ","U+0DAD U+0DCA U+200D U+0DAE",31
"ය‍ා","U+0DBA U+200D U+0DCF",31
"‍වැ","U+200D U+0DC0 U+0DD0",31
"ග්බ","U+0D9C U+0DCA U+0DB6",31
"‍හා","U+200D U+0DC4 U+0DCF",31
"ලොං","U+0DBD U+0DDC U+0D82",31
"‍ත","U+200D U+0DAD",31
"ස්ට්ස්","U+0DC3 U+0DCA U+0DA7 U+0DCA U+0DC3 U+0DCA",31
"ල්බෲ","U+0DBD U+0DCA U+0DB6 U+0DF2",31
"ස්යු","U+0DC3 U+0DCA U+0DBA U+0DD4",31
"න්නෑ","U+0DB1 U+0DCA U+0DB1 U+0DD1",31
"ල්ඩ්මා","U+0DBD U+0DCA U+0DA9 U+0DCA U+0DB8 U+0DCF",31
"ග්යු","U+0D9C U+0DCA U+0DBA U+0DD4",31
"ඩ්ජ","U+0DA9 U+0DCA U+0DA2",31
"ස්තෲ","U+0DC3 U+0DCA U+0DAD U+0DF2",31
"ෆ්නි","U+0DC6 U+0DCA U+0DB1 U+0DD2",31
"ග්හි","U+0D9C U+0DCA U+0DC4 U+0DD2",31
"ර්ෂ්ව","U+0DBB U+0DCA U+0DC2 U+0DCA U+0DC0",31
"ම්මො","U+0DB8 U+0DCA U+0DB8 U+0DDC",31
"ෙෙ","U+0DD9 U+0DD9",31
"ර්ග්ගේ","U+0DBB U+0DCA U+0D9C U+0DCA U+0D9C U+0DDA",31
"ඩ්ෂී","U+0DA9 U+0DCA U+0DC2 U+0DD3",31
"ර්ලු","U+0DBB U+0DCA U+0DBD U+0DD4",31
"ඩ්ග","U+0DA9 U+0DCA U+0D9C",31
"ථ්","U+0DAE U+0DCA",31
"‍තො","U+200D U+0DAD U+0DDC",30
"‍බෙ","U+200D U+0DB6 U+0DD9",30
"වේ‍","U+0DC0 U+0DDA U+200D",30
"‍ගෝ","U+200D U+0D9C U+0DDD",30
"ෂ්ක්‍ර","U+0DC2 U+0DCA U+0D9A U+0DCA U+200D U+0DBB",30
"ර්‍","U+0DBB U+0DCA U+200D",30
"ම්‍රි","U+0DB8 U+0DCA U+200D U+0DBB U+0DD2",30
"න්‍ට","U+0DB1 U+0DCA U+200D U+0DA7",30
"ත්සෝ","U+0DAD U+0DCA U+0DC3 U+0DDD",30
"ල්තෙ","U+0DBD U+0DCA U+0DAD U+0DD9",30
"ය්යා","U+0DBA U+0DCA U+0DBA U+0DCF",30
"ඩ්ඪ","U+0DA9 U+0DCA U+0DAA",30
"ද්දූ","U+0DAF U+0DCA U+0DAF U+0DD6",30
"ර්කෙ","U+0DBB U+0DCA U+0D9A U+0DD9",30
"ධෙ","U+0DB0 U+0DD9",30
"ඩ්සෝ","U+0DA9 U+0DCA U+0DC3 U+0DDD",30
"ජ්වේ","U+0DA2 U+0DCA U+0DC0 U+0DDA",30
"ත්යි","U+0DAD U+0DCA U+0DBA U+0DD2",30
"ෂ්මී","U+0DC2 U+0DCA U+0DB8 U+0DD3",30
"හ්සා","U+0DC4 U+0DCA U+0DC3 U+0DCF",30
"ස්ති‍්‍ර","U+0DC3 U+0DCA U+0DAD U+0DD2 U+200D U+0DCA U+200D U+0DBB",30
"ප්සූ","U+0DB4 U+0DCA U+0DC3 U+0DD6",30
"න්බී","U+0DB1 U+0DCA U+0DB6 U+0DD3",30
"ර්‍ශ","U+0DBB U+0DCA U+200D U+0DC1",30
"තොං","U+0DAD U+0DDC U+0D82",30
"ජෙං","U+0DA2 U+0DD9 U+0D82",30
"ය්‍යුං","U+0DBA U+0DCA U+200D U+0DBA U+0DD4 U+0D82",30
"ෆ්ඒ","U+0DC6 U+0DCA U+0D92",30
"න්හ්වා","U+0DB1 U+0DCA U+0DC4 U+0DCA U+0DC0 U+0DCF",30
"ප්‍ර‍ක","U+0DB4 U+0DCA U+200D U+0DBB U+200D U+0D9A",30
"ෂ්ඨාං","U+0DC2 U+0DCA U+0DA8 U+0DCF U+0D82",29
"ය්ය","U+0DBA U+0DCA U+0DBA",29
"ෂෑ","U+0DC2 U+0DD1",29
"පි‍ටු","U+0DB4 U+0DD2 U+200D U+0DA7 U+0DD4",29
"‍ජ","U+200D U+0DA2",29
"ල්ෂ","U+0DBD U+0DCA U+0DC2",29
"චෙෙ","U+0DA0 U+0DD9 U+0DD9",29
"ත්කැ","U+0DAD U+0DCA U+0D9A U+0DD0",29
"‍කෙ","U+200D U+0D9A U+0DD9",29
"ම්ච","U+0DB8 U+0DCA U+0DA0",29
"ක්එ","U+0D9A U+0DCA U+0D91",29
"ක්ෂෝ","U+0D9A U+0DCA U+0DC2 U+0DDD",29
"ට්‍යා","U+0DA7 U+0DCA U+200D U+0DBA U+0DCF",29
"ෂ්පි","U+0DC2 U+0DCA U+0DB4 U+0DD2",29
"ම්ෆො","U+0DB8 U+0DCA U+0DC6 U+0DDC",29
"ල්ජෙ","U+0DBD U+0DCA U+0DA2 U+0DD9",29
"න්චූ","U+0DB1 U+0DCA U+0DA0 U+0DD6",29
"ර්බ්","U+0DBB U+0DCA U+0DB6 U+0DCA",29
"ත්යාං","U+0DAD U+0DCA U+0DBA U+0DCF U+0D82",29
"ත්මො","U+0DAD U+0DCA U+0DB8 U+0DDC",29
"ක්නැ","U+0D9A U+0DCA U+0DB1 U+0DD0",29
"බ්නි","U+0DB6 U+0DCA U+0DB1 U+0DD2",29
